Coordenadas Geográficas	Cidade, Estado, País	Specific photovoltaic power output
-21.697635°,-057.881223°	Rua Francisco de Oliveira, Porto Murtinho, Mato Grosso do Sul, Brazil	1594.9
-20.443581°,-053.758431°	Rua Conceição do Rio Pardo, Ribas do Rio Pardo, Mato Grosso do Sul, Brazil	1653.9
-21.801198°,-054.54224°	Rua Prefeito Athaide Nogueira, Rio Brilhante, Mato Grosso do Sul, Brazil	1624.2
-19.448889°,-054.986944°	Avenida Liberdade, Rio Negro, Mato Grosso do Sul, Brazil	1644.7
-18.917778°,-054.843889°	Avenida Barão do Rio Branco, Rio Verde de Mato Grosso, Mato Grosso do Sul, Brazil	1642.7
-19.953166°,-054.893065°	unnamed road, Rochedo, Mato Grosso do Sul, Brazil	1640.3
-19.395°,-054.565833°	Rua Francisco Milani, São Gabriel do Oeste, Mato Grosso do Sul, Brazil	1641.4
-23.973542°,-055.039835°	Avenida Dom Pedro II, Sete Quedas, Mato Grosso do Sul, Brazil	1597.7
-20.931944°,-054.960833°	Rua Lucia de Souza Mello, Sidrolândia, Mato Grosso do Sul, Brazil	1653.4
-23.632778°,-055.015833°	Avenida Francisco Serejo Neto, Tacuru, Mato Grosso do Sul, Brazil	1595.8
-22.487778°,-053.350833°	Rua Professora Nahir Rodrigues Nogueira, Taquarussu, Mato Grosso do Sul, Brazil	1631.8
-20.441944°,-054.86°	Avenida Doutor Ari Coelho de Oliveira, Terenos, Mato Grosso do Sul, Brazil	1654.1
-22.40975°,-054.439132°	Rua Rainha dos Apostolos, Vicentina, Mato Grosso do Sul, Brazil	1632.3
-15.199491°,-056.370149°	Avenida Antônio Hermenegildo, Acorizal, Mato Grosso, Brazil	1611.1
-14.057267°,-052.161597°	Rua Oito, Água Boa, Mato Grosso, Brazil	1686.7
-09.886111°,-056.087222°	Rua Acerola, Alta Floresta, Mato Grosso, Brazil	1604.5
-17.313918°,-053.2157°	Rua Doutor José Morbeck, Alto Araguaia, Mato Grosso, Brazil	1670.2
-11.6739°,-051.3878°	MT-242, Alto Boa Vista, Mato Grosso, Brazil	1654.6
-16.947562°,-053.529989°	Avenida Coronel Cajango, Alto Garças, Mato Grosso, Brazil	1666.8
-14.505406°,-056.484001°	MT-409, Alto Paraguai, Mato Grosso, Brazil	1592.3
-17.834071°,-053.284427°	Rua Francisco Mendes de Moraes, Alto Taquari, Mato Grosso, Brazil	1648.0
-09.543889°,-057.448889°	Apiacás, Mato Grosso, Brazil	1561.7
-15.716667°,-051.85°	Araguaiana, Mato Grosso, Brazil	1694.4
-16.859372°,-053.034386°	Avenida Couto Magalhães, Araguainha, Mato Grosso, Brazil	1678.5
-15.464572°,-058.348252°	Avenida Marechal Rondon, Araputanga, Mato Grosso, Brazil	1555.9
-14.461787°,-056.843666°	Rua Pedro Nunes Barreto, Arenápolis, Mato Grosso, Brazil	1595.1
-10.172113°,-059.454925°	Rua Maria Paz Passarinho, Aripuanã, Mato Grosso, Brazil	1552.2
-16.2789°,-055.9578°	Estirão Comprido, Mato Grosso, Brazil	1625.3
-15.064313°,-057.178994°	Rua Doutor João Batista de Oliveira, Barra do Bugres, Mato Grosso, Brazil	1606.1
-15.89°,-052.256667°	Avenida Coronel Antônio Cristino Cortes, Barra do Garças, Mato Grosso, Brazil	1640.2
-12.172367°,-051.504648°	Rua Mato Grosso, Bom Jesus do Araguaia, Mato Grosso, Brazil	1659.6
-12.155°,-057.9789°	Brasnorte, Mato Grosso, Brazil	1597.8
-16.183333°,-057.666667°	Cáceres, Mato Grosso, Brazil	1596.3
-14.5158°,-052.895°	Estrada do Kluene, Campinápolis, Mato Grosso, Brazil	1669.0
-13.652181°,-057.898648°	Rua 25 de Agosto, Campo Novo do Parecis, Mato Grosso, Brazil	1611.0
-15.549853°,-055.172992°	Avenida São Paulo, Campo Verde, Mato Grosso, Brazil	1624.8
-13.718638°,-059.259869°	Rua Rio Grande do Sul, Campos de Júlio, Mato Grosso, Brazil	1587.3
-11.0539°,-051.8308°	Rua Doutor Sebastião Júnior, Canabrava do Norte, Mato Grosso, Brazil	1654.6
-13.541587°,-052.276347°	Avenida Mato Grosso, Canarana, Mato Grosso, Brazil	1657.0
-09.97095°,-055.827432°	Avenida Alameda Um, Carlinda, Mato Grosso, Brazil	1615.1
-11.132778°,-058.602778°	unnamed road, Castanheira, Mato Grosso, Brazil	1574.3
-15.460833°,-055.75°	Avenida Homero Mouser, Mato Grosso, Brazil	1607.8
-11.515°,-054.8908°	unnamed road, Cláudia, Mato Grosso, Brazil	1636.0
-14.3969°,-050.9958°	Avenida Hermano Ribeiro da Silva, Cocalinho, Mato Grosso, Brazil	1697.5
-10.80453°,-055.456003°	Travessa dos Bandeirantes, Colíder, Mato Grosso, Brazil	1613.4
-09.54389°,-057.44889°	Apiacás, Mato Grosso, Brazil	1561.7
-13.65°,-059.783333°	Rua dos Mognos, Comodoro, Mato Grosso, Brazil	1542.7
-10.6439°,-051.5689°	unnamed road, Confresa, Mato Grosso, Brazil	1631.4
-14.5578°,-059.5719°	Conquista d'Oeste, Mato Grosso, Brazil	1591.5
-09.85778°,-058.4139°	Cotriguaçu, Mato Grosso, Brazil	1553.9
-15.5951°,-056.092265°	Praça do Rosário, Cuiabá, Mato Grosso, Brazil	1603.2
-15.6°,-057.9219°	unnamed road, Curvelândia, Mato Grosso, Brazil	1596.5
-14.74°,-057.053889°	MT-343, Denise, Mato Grosso, Brazil	1585.4
-14.408328°,-056.446956°	Rua Benedito Moreira da Silva, Diamantino, Mato Grosso, Brazil	1589.0
-15.809466°,-054.921165°	MT-260, Dom Aquino, Mato Grosso, Brazil	1606.9
-12.3858°,-054.92°	Feliz Natal, Mato Grosso, Brazil	1648.2
-15.4284°,-058.7332°	unnamed road, Figueirópolis d'Oeste, Mato Grosso, Brazil	1566.9
-15.7707°,-058.331°	unnamed road, Glória D'Oeste, Mato Grosso, Brazil	1592.4
-09.950487°,-054.908606°	Rua das Castanheiras, Guarantã do Norte, Mato Grosso, Brazil	1598.5
-16.346083°,-053.763954°	Rua Jeronimo Viela, Guiratinga, Mato Grosso, Brazil	1652.1
-15.496223°,-058.577281°	Rua Getúlio Vargas, Indiavaí, Mato Grosso, Brazil	1563.6
-12.238226°,-056.151924°	unnamed road, Ipiranga do Norte, Mato Grosso, Brazil	1615.6
-22.993571°,-043.303087°	Rua Dom Rosalvo Costa Rego, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Brazil	1435.5
-11.061944°,-055.275833°	BR-163, Itaúba, Mato Grosso, Brazil	1609.9
-17.207715°,-054.148443°	Rua Doutor Fernando Correa da Costa, Itiquira, Mato Grosso, Brazil	1644.9
-15.968181°,-054.965095°	Avenida Piracicaba, Jaciara, Mato Grosso, Brazil	1610.9
-15.235833°,-056.488889°	Rua Maria Pelipa, Jangada, Mato Grosso, Brazil	1613.0
-15.340304°,-058.868086°	Rua Marechal Deodoro, Jauru, Mato Grosso, Brazil	1577.0
-11.255°,-057.52°	Rua Pirapora, Juara, Mato Grosso, Brazil	1584.8
-11.41816°,-058.760681°	Avenida Matto Grosso, Juína, Mato Grosso, Brazil	1563.0
-12.847227°,-058.926895°	unnamed road, Sapezal, Mato Grosso, Brazil	1567.8
-16.0508°,-054.8839°	Rua Ademar de Barros, Juscimeira, Mato Grosso, Brazil	1614.2
-15.3153°,-057.9908°	MT-247, Lambari d'Oeste, Mato Grosso, Brazil	1573.6
-13.065065°,-055.919703°	Rua Chapecó, Lucas do Rio Verde, Mato Grosso, Brazil	1628.1
-10.75°,-050.5667°	Lagoa da Confusão, Tocantins, Brazil	1630.2
-11.077916°,-054.524938°	Estrada Arapongas, Marcelândia, Mato Grosso, Brazil	1626.7
-10.1703°,-054.930185°	Rua Luis Mena, Matupá, Mato Grosso, Brazil	1626.3
-20.818576°,-049.512135°	Rua Padre Ernesto, Mirassol, São Paulo, Brazil	1674.4
-14.733333°,-056.333333°	unnamed road, Nobres, Mato Grosso, Brazil	1594.3
-14.455°,-056.8028°	Avenida Valentin Peron, Nortelândia, Mato Grosso, Brazil	1586.1
-15.758333°,-056.345556°	MT-060, Nossa Senhora do Livramento, Mato Grosso, Brazil	1607.2
-09.81389°,-057.8619°	Nova Bandeirantes, Mato Grosso, Brazil	1557.7
-14.9569°,-054.9658°	unnamed road, Nova Brasilândia, Mato Grosso, Brazil	1645.6
-10.5578°,-055.9528°	unnamed road, Nova Canaã do Norte, Mato Grosso, Brazil	1615.2
-10.309125°,-055.403875°	unnamed road, Nova Guarita, Mato Grosso, Brazil	1628.6
-14.47453°,-059.585305°	Avenida Antônio Carlos Amaral, Nova Lacerda, Mato Grosso, Brazil	1585.3
-14.3639°,-056.9689°	Rua Marechal Rondon, Nova Marilândia, Mato Grosso, Brazil	1590.8
-13.0258°,-057.0739°	Nova Maringá, Mato Grosso, Brazil	1618.2
-09.978825°,-057.467691°	Avenida Manoel Rodrigues de Souza, Nova Monte Verde, Mato Grosso, Brazil	1581.5
-13.822492°,-056.082024°	Rua dos Cedros, Nova Mutum, Mato Grosso, Brazil	1626.7
-13.989815°,-051.799948°	Rua Édson Nunes de Souza, Nova Nazaré, Mato Grosso, Brazil	1687.5
-14.796944°,-057.287778°	unnamed road, Nova Olímpia, Mato Grosso, Brazil	1577.5
-12.9908°,-055.255°	MT-140, Nova Ubiratã, Mato Grosso, Brazil	1646.2
-27.083333°,-052.333333°	unnamed road, Xavantina, Santa Catarina, Brazil	1522.4
-11.4128°,-057.3519°	Novo Horizonte do Norte, Mato Grosso, Brazil	1583.8
-09.95°,-055.197778°	Novo Mundo, Mato Grosso, Brazil	1602.1
-05.287904°,-041.934757°	Rua Capitão José Manoel da Cruz, Novo Santo Antônio, Piauí, Brazil	1667.7
-14.9058°,-053.0178°	Rua Boiadeira, Novo São Joaquim, Mato Grosso, Brazil	1675.7
-09.666962°,-056.476594°	Rua Álvaro Volpe, Paranaíta, Mato Grosso, Brazil	1589.4
-14.427027°,-054.048482°	Rua Osvaldo Cândido Pereira, Paranatinga, Mato Grosso, Brazil	1650.2
-16.622778°,-054.473889°	Rua Joaquim A. de Souza, Pedra Preta, Mato Grosso, Brazil	1661.1
-10.22306°,-054.97972°	Peixoto de Azevedo, Mato Grosso, Brazil	1629.6
-14.661143°,-054.77425°	Rua dos Bandeirantes, Planalto da Serra, Mato Grosso, Brazil	1651.6
-15.9339°,-052.3169°	Pontal do Araguaia, Mato Grosso, Brazil	1682.0
-16.45°,-052.666667°	Ribeirãozinho, Mato Grosso, Brazil	1678.7
-15.234708°,-059.331429°	Avenida Goías, Pontes e Lacerda, Mato Grosso, Brazil	1598.0
-10.883926°,-051.643811°	Rua Onze de Julho, Porto Alegre do Norte, Mato Grosso, Brazil	1656.1
-11.512103°,-057.358192°	Novo Horizonte do Norte, Mato Grosso, Brazil	1583.7
-15.85°,-058.466667°	BR-174, Porto Esperidião, Mato Grosso, Brazil	1586.9
-15.331518°,-057.207107°	MT-343, Porto Estrela, Mato Grosso, Brazil	1616.5
-15.8409°,-054.3941°	MT-373, Poxoréu, Mato Grosso, Brazil	1607.5
-15.557074°,-054.299127°	Rua Piracicaba, Primavera do Leste, Mato Grosso, Brazil	1634.3
-12.60884°,-052.220306°	MT-243, Querência, Mato Grosso, Brazil	1653.5
-15.08°,-058.4658°	Reserva do Cabaçal, Mato Grosso, Brazil	1520.8
-12.9419°,-051.8239°	Rua Rio Grande do Sul, Ribeirão Cascalheira, Mato Grosso, Brazil	1663.4
-16.485°,-052.6919°	Rua Couto Magalhães Cuiabá, Ribeirãozinho, Mato Grosso, Brazil	1688.6
-09.973865°,-067.807541°	Rua Marechal Deodoro, Rio Branco, Acre, Brazil	1483.8
-14.5°,-055.417°	Rosário Oeste, Mato Grosso, Brazil	1617.3
-16.466667°,-054.633333°	Avenida Tiradentes, Rondonópolis, Mato Grosso, Brazil	1644.8
-14.830429°,-056.429328°	Rua Joaquim Murtinho, Rosário Oeste, Mato Grosso, Brazil	1595.2
-15.127655°,-058.126577°	MT-246, Salto do Céu, Mato Grosso, Brazil	1543.9
-11.970867°,-055.27732°	unnamed road, Santa Carmem, Mato Grosso, Brazil	1638.3
-10.154219°,-052.388589°	Rua Odemio Marmet, Santa Cruz do Xingu, Mato Grosso, Brazil	1634.6
-13.8119°,-055.2669°	Rua Anildo Weschenfelder, Santa Rita do Trivelato, Mato Grosso, Brazil	1643.1
-10.47°,-050.502778°	unnamed road, Santa Terezinha, Mato Grosso, Brazil	1633.1
-14.495849°,-057.00416°	Rua Padre José de Anchieta, Santo Afonso, Mato Grosso, Brazil	1606.5
-14.8058°,-053.6058°	Rua Domingos Azolini, Santo Antônio do Leste, Mato Grosso, Brazil	1670.1
-15.8548°,-056.0704°	unnamed road, Santo Antônio de Leverger, Mato Grosso, Brazil	1608.0
-11.616944°,-050.668889°	Rua Dona Loirinha, São Félix do Araguaia, Mato Grosso, Brazil	1658.0
-16.465428°,-054.253993°	Rua José Salmem Hanze, São José do Povo, Mato Grosso, Brazil	1657.5
-13.4469°,-056.7208°	Avenida Uruguai, São José do Rio Claro, Mato Grosso, Brazil	1643.3
-10.806784°,-052.73202°	unnamed road, São José do Xingu, Mato Grosso, Brazil	1634.0
-15.6208°,-058.1758°	MT-339, São José dos Quatro Marcos, Mato Grosso, Brazil	1581.6
-16.000833°,-054.920833°	Rua São Luiz, São Pedro da Cipa, Mato Grosso, Brazil	1611.6
-13.545137°,-058.819943°	Rua da Traíra, Sapezal, Mato Grosso, Brazil	1604.1
-11.848056°,-055.649167°	Sinop, Mato Grosso, Brazil	1619.2
-12.558622°,-055.714556°	Rua São José, Sorriso, Mato Grosso, Brazil	1633.2
-11.307528°,-056.82912°	Rua Paraná, Tabaporã, Mato Grosso, Brazil	1589.7
-14.630066°,-057.50534°	Rua Valdemar José da Cruz, Tangará da Serra, Mato Grosso, Brazil	1592.6
-12.746054°,-056.508234°	Rua Acre, Tapurah, Mato Grosso, Brazil	1631.5
-10.5169°,-055.2308°	Rua 13, Nonoaí do Norte, Mato Grosso, Brazil	1617.3
-16.080963°,-053.553112°	Rua Dom Bosco, Tesouro, Mato Grosso, Brazil	1644.7
-16.25°,-052.4333°	Baliza, Goiás, Brazil	1696.8
-11.5328°,-054.3528°	unnamed road, União do Sul, Mato Grosso, Brazil	1642.9
-15.295776°,-059.065426°	Avenida Tancredo Neves, Vale de São Domingos, Mato Grosso, Brazil	1586.7
-15.65°,-056.133333°	Rua da Independencia, Várzea Grande, Mato Grosso, Brazil	1612.7
-12.3058°,-055.3169°	MT-140;MT-225, Vera, Mato Grosso, Brazil	1641.8
-15.006425°,-059.950917°	Travessa do Palácio, Vila Bela da Santíssima Trindade, Mato Grosso, Brazil	1573.2
-10.0119°,-051.1158°	Rua Um, Vila Rica, Mato Grosso, Brazil	1632.5
-07.358178°,-039.046951°	Avenida Padre Ibiapina, Abaiara, Ceará, Brazil	1736.7
-04.223876°,-038.704406°	unnamed road, Acarape, Ceará, Brazil	1530.3
-02.885833°,-040.118611°	Rua Desembargador Amadeu Gomes, Acaraú, Ceará, Brazil	1685.4
-06.095155°,-039.452261°	Avenida Cazuzinha Marquês, Acopiara, Ceará, Brazil	1670.9
-06.571182°,-040.122653°	Rua Nicéias Arrais, Aiuaba, Ceará, Brazil	1683.6
-03.583333°,-040.5°	unnamed road, Alcântaras, Ceará, Brazil	1618.6
-06.999414°,-039.739585°	Rua Deputado Furtado Leite, Altaneira, Ceará, Brazil	1731.6
-05.520895°,-038.271152°	Rua Coronel Simplício Bezerra, Alto Santo, Ceará, Brazil	1687.6
-03.383333°,-039.833333°	unnamed road, Amontada, Ceará, Brazil	1619.5
-06.716667°,-039.966667°	unnamed road, Antonina do Norte, Ceará, Brazil	1672.9
-03.945239°,-039.430811°	Rua Padres Francisco José, Apuiarés, Ceará, Brazil	1577.3
-03.9°,-038.383°	unnamed road, Aquiraz, Ceará, Brazil	1750.1
-04.561944°,-037.77°	Rua Vereador José Rangel Zaranza, Aracati, Ceará, Brazil	1767.3
-04.37083°,-038.81389°	Rua Santos Dumont, Aracoiaba, Ceará, Brazil	1569.3
-04.75°,-040.833333°	Rua Boreto Mourão, Ararendá, Ceará, Brazil	1581.5
-07.212833°,-040.135834°	Rua Antônio Nunes de Alencar, Araripe, Ceará, Brazil	1676.9
-04.419573°,-039.046339°	Rua Sebastião Monteiro de Araújo, Aratuba, Ceará, Brazil	1606.4
-06.333333°,-040.133333°	Arneiroz, Ceará, Brazil	1647.4
-06.875614°,-039.875518°	Rua Padre Emílio Cabral, Assaré, Ceará, Brazil	1698.0
-06.943479°,-038.966291°	Rua Antônio Pio de Castro, Aurora, Ceará, Brazil	1706.7
-06.73°,-038.7169°	Rua Dom Quintino, Baixio, Ceará, Brazil	1744.1
-05.283333°,-038.866667°	unnamed road, Banabuiú, Ceará, Brazil	1659.2
-07.311005°,-039.302591°	Avenida Coronel João Coelho, Barbalha, Ceará, Brazil	1730.3
-04.290906°,-038.640546°	Rua João Teixeira, Barreira, Ceará, Brazil	1583.7
-07.176944°,-038.781944°	unnamed road, Barro, Ceará, Brazil	1692.3
-03.018889°,-041.136944°	unnamed road, Barroquinha, Ceará, Brazil	1645.4
-04.328889°,-038.885°	unnamed road, Baturité, Ceará, Brazil	1480.7
-04.183333°,-038.133333°	Avenida Maria Calado, Beberibe, Ceará, Brazil	1773.1
-03.056577°,-040.16949°	Rua Coronel Duca, Bela Cruz, Ceará, Brazil	1627.5
-05.127778°,-039.731944°	Rua Agronomando Rangel, Boa Viagem, Ceará, Brazil	1647.8
-07.492623°,-038.986091°	Praça Dionisio Roacha de Lucena, Brejo Santo, Ceará, Brazil	1716.8
-02.900362°,-040.842946°	Rua Santos Dumont, Camocim, Ceará, Brazil	1674.8
-07.073197°,-040.376515°	Rua Joaquim Távora, Campos Sales, Ceará, Brazil	1700.1
-04.357596°,-039.307258°	Avenida José Veloso Jucá, Canindé, Ceará, Brazil	1621.2
-04.466667°,-038.916667°	unnamed road, Capistrano, Ceará, Brazil	1556.9
-04.231894°,-039.195152°	Rua Coronel Francisco Linhares, Caridade, Ceará, Brazil	1614.4
-03.95083°,-040.4728°	Rua Deputado Manoel Rodrigues, Cariré, Ceará, Brazil	1616.4
-07.04585°,-039.281°	Rua Prefeito Luiz Moraes, Caririaçu, Ceará, Brazil	1716.9
-06.533333°,-039.5°	Rodovia Luís Gonçalves de Oliveira Filho, Cariús, Ceará, Brazil	1693.1
-04.166944°,-040.942778°	Rua Manoel Estórgio Brito, Carnaubal, Ceará, Brazil	1728.5
-04.133344°,-038.239283°	Rua Francisco Galdino de Souza, Cascavel, Ceará, Brazil	1736.5
-06.130833°,-039.877778°	Rua José Deir Mota, Catarina, Ceará, Brazil	1703.3
-04.64891°,-040.19842°	Rua Antônio Patriolino, Catunda, Ceará, Brazil	1626.0
-03.734536°,-038.656324°	Rua Pedro Gomes da Rocha, Caucaia, Ceará, Brazil	1674.2
-06.60752°,-039.0606°	Rua 21 de Outubro, Cedro, Ceará, Brazil	1725.1
-03.035045°,-041.242829°	Rua José Carneiro Sobrinho, Chaval, Ceará, Brazil	1663.3
-04.845903°,-039.137439°	Rua José Airton Bezerra Campelo, Choró, Ceará, Brazil	1633.5
-04.3°,-038.483333°	Chorozinho, Ceará, Brazil	1627.0
-03.53278°,-040.6569°	unnamed road, Coreaú, Ceará, Brazil	1585.9
-05.166667°,-040.666667°	Rua Vinte e um de abril, Crateús, Ceará, Brazil	1648.2
-07.237058°,-039.416077°	Rua Vinte e Um de Julho, Crato, Ceará, Brazil	1705.9
-04.413419°,-040.902692°	Rua Antônio Saturnino, Croatá, Ceará, Brazil	1734.9
-02.910811°,-040.173752°	Avenida Tenente Albano, Cruz, Ceará, Brazil	1662.8
-05.91694°,-039.2678°	unnamed road, Deputado Irapuan Pinheiro, Ceará, Brazil	1663.8
-06.033307°,-038.348681°	Rua Sebastião José de Queiroz, Ereré, Ceará, Brazil	1716.9
-03.890425°,-038.450728°	Rua Irmã Ambrosina, Eusébio, Ceará, Brazil	1723.7
-06.916667°,-039.566667°	Transamazônica, Farias Brito, Ceará, Brazil	1687.0
-03.797527°,-040.260238°	Travessa Maria do Livramento, Forquilha, Ceará, Brazil	1588.5
-03.718333°,-038.542778°	Avenida Tenente Lisboa, Fortaleza, Ceará, Brazil	1742.4
-04.459786°,-037.795709°	Rua Mauro Cavalcante de Sousa, Fortim, Ceará, Brazil	1773.0
-03.759554°,-040.814767°	Rua Capitão Joaquim Francisco, Frecheirinha, Ceará, Brazil	1605.0
-04.05155°,-039.451306°	Rua José Severino Filho, General Sampaio, Ceará, Brazil	1563.7
-04.0468°,-040.752622°	Avenida José Cândido Carvalho, Graça, Ceará, Brazil	1590.4
-03.12°,-040.825833°	Rua Boulevard Coreau, Granja, Ceará, Brazil	1587.0
-06.887556°,-039.219616°	Avenida Francisco Montieri Grangeiro, Granjeiro, Ceará, Brazil	1711.3
-03.883333°,-040.383333°	unnamed road, Groaíras, Ceará, Brazil	1598.2
-04.033333°,-038.633333°	unnamed road, Guaiúba, Ceará, Brazil	1550.4
-04.166667°,-040.766667°	unnamed road, Guaraciaba do Norte, Ceará, Brazil	1660.8
-04.261759°,-038.933081°	Rua Joaquim Alves Nogueira, Guaramiranga, Ceará, Brazil	1532.1
-04.408323°,-040.402957°	Rua Vinte e Sete de Dezembro, Hidrolândia, Ceará, Brazil	1632.6
-04.09889°,-038.49583°	Avenida Juvenal de Castro, Horizonte, Ceará, Brazil	1663.4
-04.819676°,-038.820687°	unnamed road, Ibaretama, Ceará, Brazil	1632.7
-03.919029°,-040.888148°	Rua Monsenhor Melo, Ibiapina, Ceará, Brazil	1650.7
-04.975288°,-038.636485°	Rua João Duarte, Ibicuitinga, Ceará, Brazil	1678.5
-04.712778°,-037.355°	Rua Floriano Monteiro, Icapuí, Ceará, Brazil	1838.5
-06.405022°,-038.863165°	Rua Monsenhor Antero, Icó, Ceará, Brazil	1715.6
-06.363516°,-039.299408°	Rua Doutor João Pessoa, Iguatu, Ceará, Brazil	1723.0
-05.393804°,-040.313358°	Rua do Cruzeiro, Independência, Ceará, Brazil	1659.9
-04.900366°,-040.759672°	Rua Raimundo Evaristo, Ipaporanga, Ceará, Brazil	1618.5
-06.787852°,-038.718815°	Rua Coronel Gustavo Lima, Ipaumirim, Ceará, Brazil	1747.5
-04.321944°,-040.710833°	Rua Padre Feitosa, Ipu, Ceará, Brazil	1563.9
-04.542745°,-040.71933°	Rua Camaral Rodrigues Moreira, Ipueiras, Ceará, Brazil	1603.8
-05.81194°,-038.30583°	Rua Gervásio de Holanda Guerra, Iracema, Ceará, Brazil	1710.2
-03.746573°,-039.781396°	Avenida Paulo Bastos, Irauçuba, Ceará, Brazil	1620.4
-04.666667°,-037.85°	unnamed road, Aracati, Ceará, Brazil	1697.3
-03.966667°,-038.516667°	unnamed road, Itaitinga, Ceará, Brazil	1641.2
-03.691°,-039.5802°	Rua Major Barreto, Itapajé, Ceará, Brazil	1551.0
-03.493889°,-039.578889°	Rua Tenente José Vicente, Itapipoca, Ceará, Brazil	1610.1
-04.561256°,-038.920502°	Rua Antônio Nicodemos Amorin, Itapiúna, Ceará, Brazil	1588.9
-02.923588°,-039.91454°	Rua Cinco de Fevereiro, Itarema, Ceará, Brazil	1733.4
-04.5°,-039.616666°	Canindé, Ceará, Brazil	1624.5
-05.609219°,-038.764351°	Rua Francisco Antônio Pinheiro, Jaguaretama, Ceará, Brazil	1748.6
-05.447673°,-038.469456°	unnamed road, Jaguaribara, Ceará, Brazil	1710.0
-05.89083°,-038.6219°	Rua São Vicente de Paula, Jaguaribe, Ceará, Brazil	1715.7
-04.833333°,-037.783333°	unnamed road, Jaguaruana, Ceará, Brazil	1670.4
-21.48°,-056.137778°	Rua Tenente Ary Rodrigues, Jardim, Mato Grosso do Sul, Brazil	1622.1
